"country.code","cc3","country","flow","primary","secondary","tretiary","value"
"EC","ECU","Ecuador","Exports","Agricultural Products","Raw materials",NA,1032.012464
"EC","ECU","Ecuador","Exports","Chemicals","Other chemicals",NA,199.979715
"EC","ECU","Ecuador","Exports","Chemicals","Pharmaceuticals",NA,65.919243
"EC","ECU","Ecuador","Exports","Clothing",NA,NA,32.85122
"EC","ECU","Ecuador","Exports","Fuels and mining products","Fuels",NA,6655.821387
"EC","ECU","Ecuador","Exports","Fuels and mining products","Non-ferrous metals",NA,65.905256
"EC","ECU","Ecuador","Exports","Fuels and mining products","Ores and other minerals",NA,115.834994
"EC","ECU","Ecuador","Exports","Iron and steel",NA,NA,41.193657
"EC","ECU","Ecuador","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",5.463048
"EC","ECU","Ecuador","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.753317
"EC","ECU","Ecuador","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",24.663642
"EC","ECU","Ecuador","Exports","Machinery and transport equipment","Other machinery",NA,134.487085
"EC","ECU","Ecuador","Exports","Machinery and transport equipment","Transport equipment","Automotive products",91.3382
"EC","ECU","Ecuador","Exports","Machinery and transport equipment","Transport equipment","Other transport equipment",83.267517
"EC","ECU","Ecuador","Exports","Other manufactures","Miscellaneous manufactures",NA,85.54745
"EC","ECU","Ecuador","Exports","Other manufactures","Personal and household goods",NA,35.7416
"EC","ECU","Ecuador","Exports","Other manufactures","Scientific and controlling instruments",NA,28.751936
"EC","ECU","Ecuador","Exports","Other semi-manufactures",NA,NA,418.20489
"EC","ECU","Ecuador","Exports","Textiles",NA,NA,90.987518
"EC","ECU","Ecuador","Imports","Agricultural Products","Food","Fish",84.747184
"EC","ECU","Ecuador","Imports","Agricultural Products","Food","Other food products",1800.72925
"EC","ECU","Ecuador","Imports","Agricultural Products","Raw materials",NA,190.463334
"EC","ECU","Ecuador","Imports","Chemicals","Other chemicals",NA,2758.834245
"EC","ECU","Ecuador","Imports","Chemicals","Pharmaceuticals",NA,1151.651143
"EC","ECU","Ecuador","Imports","Clothing",NA,NA,280.520926
"EC","ECU","Ecuador","Imports","Fuels and mining products","Fuels",NA,4221.51047
"EC","ECU","Ecuador","Imports","Fuels and mining products","Non-ferrous metals",NA,190.165517
"EC","ECU","Ecuador","Imports","Fuels and mining products","Ores and other minerals",NA,101.752964
"EC","ECU","Ecuador","Imports","Iron and steel",NA,NA,839.976094
"EC","ECU","Ecuador","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",416.01983
"EC","ECU","Ecuador","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",67.832962
"EC","ECU","Ecuador","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",788.657916
"EC","ECU","Ecuador","Imports","Machinery and transport equipment","Other machinery",NA,3422.336377
"EC","ECU","Ecuador","Imports","Machinery and transport equipment","Transport equipment","Automotive products",1462.510212
"EC","ECU","Ecuador","Imports","Machinery and transport equipment","Transport equipment","Other transport equipment",371.658105
"EC","ECU","Ecuador","Imports","Other manufactures","Miscellaneous manufactures",NA,661.062242
"EC","ECU","Ecuador","Imports","Other manufactures","Personal and household goods",NA,268.264126
"EC","ECU","Ecuador","Imports","Other manufactures","Scientific and controlling instruments",NA,415.640515
"EC","ECU","Ecuador","Imports","Other semi-manufactures",NA,NA,1475.441125
"EC","ECU","Ecuador","Imports","Textiles",NA,NA,435.030848
"EG","EGY","Egypt","Exports","Chemicals","Pharmaceuticals",NA,253.86136
"EG","EGY","Egypt","Exports","Clothing",NA,NA,1349.146535
"EG","EGY","Egypt","Exports","Fuels and mining products","Fuels",NA,3927.072812
"EG","EGY","Egypt","Exports","Iron and steel",NA,NA,308.200314
"EG","EGY","Egypt","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",7.395751
"EG","EGY","Egypt","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",1.194323
"EG","EGY","Egypt","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",802.833348
"EG","EGY","Egypt","Exports","Machinery and transport equipment","Transport equipment","Automotive products",85.465638
"EG","EGY","Egypt","Exports","Textiles",NA,NA,1452.17295
"EG","EGY","Egypt","Imports","Chemicals","Pharmaceuticals",NA,2511.811074
"EG","EGY","Egypt","Imports","Clothing",NA,NA,1219.355638
"EG","EGY","Egypt","Imports","Fuels and mining products","Fuels",NA,11674.468016
"EG","EGY","Egypt","Imports","Iron and steel",NA,NA,4213.720729
"EG","EGY","Egypt","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",533.282196
"EG","EGY","Egypt","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",98.714485
"EG","EGY","Egypt","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",2764.197618
"EG","EGY","Egypt","Imports","Machinery and transport equipment","Transport equipment","Automotive products",4551.914657
"EG","EGY","Egypt","Imports","Textiles",NA,NA,2708.134835
"SV","SLV","El Salvador","Exports","Chemicals","Pharmaceuticals",NA,124.426693
"SV","SLV","El Salvador","Exports","Clothing",NA,NA,2177.774038
"SV","SLV","El Salvador","Exports","Fuels and mining products","Fuels",NA,104.89828
"SV","SLV","El Salvador","Exports","Iron and steel",NA,NA,137.032689
"SV","SLV","El Salvador","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",5.034406
"SV","SLV","El Salvador","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.404408
"SV","SLV","El Salvador","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",7.283776
"SV","SLV","El Salvador","Exports","Machinery and transport equipment","Transport equipment","Automotive products",7.381657
"SV","SLV","El Salvador","Exports","Textiles",NA,NA,367.990346
"SV","SLV","El Salvador","Imports","Chemicals","Pharmaceuticals",NA,362.974268
"SV","SLV","El Salvador","Imports","Clothing",NA,NA,447.58429
"SV","SLV","El Salvador","Imports","Fuels and mining products","Fuels",NA,1436.916247
"SV","SLV","El Salvador","Imports","Iron and steel",NA,NA,327.189078
"SV","SLV","El Salvador","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",168.260157
"SV","SLV","El Salvador","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",30.36321
"SV","SLV","El Salvador","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",380.659125
"SV","SLV","El Salvador","Imports","Machinery and transport equipment","Transport equipment","Automotive products",388.192694
"SV","SLV","El Salvador","Imports","Textiles",NA,NA,1047.001781
"EE","EST","Estonia","Exports","Chemicals","Pharmaceuticals",NA,71.404835
"EE","EST","Estonia","Exports","Clothing",NA,NA,202.31527
"EE","EST","Estonia","Exports","Fuels and mining products","Fuels",NA,1168.412804
"EE","EST","Estonia","Exports","Iron and steel",NA,NA,144.872765
"EE","EST","Estonia","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",56.860572
"EE","EST","Estonia","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",51.811747
"EE","EST","Estonia","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",1502.115551
"EE","EST","Estonia","Exports","Machinery and transport equipment","Transport equipment","Automotive products",504.448652
"EE","EST","Estonia","Exports","Textiles",NA,NA,150.500233
"EE","EST","Estonia","Imports","Chemicals","Pharmaceuticals",NA,400.619782
"EE","EST","Estonia","Imports","Clothing",NA,NA,282.217389
"EE","EST","Estonia","Imports","Fuels and mining products","Fuels",NA,1511.037078
"EE","EST","Estonia","Imports","Iron and steel",NA,NA,419.477549
"EE","EST","Estonia","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",198.317044
"EE","EST","Estonia","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",356.443206
"EE","EST","Estonia","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",1095.517408
"EE","EST","Estonia","Imports","Machinery and transport equipment","Transport equipment","Automotive products",1024.012598
"EE","EST","Estonia","Imports","Textiles",NA,NA,282.665006
"ET","ETH","Ethiopia","Exports","Chemicals","Pharmaceuticals",NA,0.997546
"ET","ETH","Ethiopia","Exports","Clothing",NA,NA,77.937381
"ET","ETH","Ethiopia","Exports","Fuels and mining products","Fuels",NA,693.185885
"ET","ETH","Ethiopia","Exports","Iron and steel",NA,NA,1.364887
"ET","ETH","Ethiopia","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",0.641473
"ET","ETH","Ethiopia","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.060272
"ET","ETH","Ethiopia","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",11.408374
"ET","ETH","Ethiopia","Exports","Machinery and transport equipment","Transport equipment","Automotive products",14.566774
"ET","ETH","Ethiopia","Exports","Textiles",NA,NA,39.117619
"ET","ETH","Ethiopia","Imports","Chemicals","Pharmaceuticals",NA,724.556627
"ET","ETH","Ethiopia","Imports","Clothing",NA,NA,494.326964
"ET","ETH","Ethiopia","Imports","Fuels and mining products","Fuels",NA,2482.127812
"ET","ETH","Ethiopia","Imports","Iron and steel",NA,NA,1476.7243
"ET","ETH","Ethiopia","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",252.645266
"ET","ETH","Ethiopia","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",68.186525
"ET","ETH","Ethiopia","Imports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",1250.72132
"ET","ETH","Ethiopia","Imports","Machinery and transport equipment","Transport equipment","Automotive products",2205.360504
"ET","ETH","Ethiopia","Imports","Textiles",NA,NA,635.352294
"FJ","FJI","Fiji","Exports","Chemicals","Pharmaceuticals",NA,7.694088
"FJ","FJI","Fiji","Exports","Clothing",NA,NA,54.976753
"FJ","FJI","Fiji","Exports","Fuels and mining products","Fuels",NA,197.153986
"FJ","FJI","Fiji","Exports","Iron and steel",NA,NA,3.602125
"FJ","FJI","Fiji","Exports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",0.932367
"FJ","FJI","Fiji","Exports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",0.350977
"FJ","FJI","Fiji","Exports","Machinery and transport equipment","Office and telecom equipment","Telecommunications equipment",5.782652
"FJ","FJI","Fiji","Exports","Machinery and transport equipment","Transport equipment","Automotive products",1.604759
"FJ","FJI","Fiji","Exports","Textiles",NA,NA,6.605877
"FJ","FJI","Fiji","Imports","Chemicals","Pharmaceuticals",NA,21.721415
"FJ","FJI","Fiji","Imports","Clothing",NA,NA,29.398433
"FJ","FJI","Fiji","Imports","Fuels and mining products","Fuels",NA,475.260206
"FJ","FJI","Fiji","Imports","Iron and steel",NA,NA,39.064265
"FJ","FJI","Fiji","Imports","Machinery and transport equipment","Office and telecom equipment","Electronic data processing and office equipment",36.267223
"FJ","FJI","Fiji","Imports","Machinery and transport equipment","Office and telecom equipment","Integrated circuits and electronic components",2.617882
